"cpg","African_American","Asian","Hispanic","White","max_abs_coef","chr","pos","strand","chr_hg38","pos_hg38","Name","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","GencodeBasicV12_NAME","GencodeBasicV12_Group","genic_features","nearest_gene"
"cg09741592",0,0,0.783023557042117,-0.109130283617083,0.783023557042117,"chr12",54676056,"+","chr12",54282272,"cg09741592","HNRNPA1;HNRPA1L-2;HNRNPA1","Body;Body;Body","S_Shore","RP11-968A15.8","5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_3UTRs; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","23468; 3178"
"cg08414570",0,0,0.759588786511836,0,0.759588786511836,"chr9",19788757,"+","chr9",19788759,"cg08414570","","","Island","","","hg38_cpg_islands; hg38_genes_introns; hg38_genes_promoters","124902128; 25769"
"cg22130008",0,0,-0.758699447600653,0,0.758699447600653,"chr4",155548532,"+","chr4",154627380,"cg22130008","","","S_Shore","LRAT","5'UTR","hg38_cpg_shores; hg38_genes_introns","124900169"
"cg24531022",0,0,0.749996612431081,-0.296433240430685,0.749996612431081,"chr5",102201825,"+","chr5",102866121,"cg24531022","PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM","5'UTR;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon","Island","PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM","5'UTR;1stExon;5'UTR;1stExon;TSS1500;1stExon;5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR;5'UTR","hg38_cpg_islands; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","5066"
"cg02267698",0,0,0,-0.725798070117956,0.725798070117956,"chr19",7991119,"-","chr19",7926234,"cg02267698","CTXN1","TSS200","Island","CTXN1","TSS200","hg38_cpg_islands; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","124904629; 404217"
"cg10385208",-0.725142676113286,0,0.00786801545910175,0,0.725142676113286,"chr17",36982030,"-","chr17",38825777,"cg10385208","CCDC49","TSS1500","S_Shore","CWC25;CWC25","TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_promoters","100616416; 54883"
"cg07283582",0,0,0,0.686785594028429,0.686785594028429,"chr17",63770753,"-","chr17",65774635,"cg07283582","CCDC46;CCDC46","Body;Body","OpenSea","","","hg38_cpg_inter; hg38_genes_introns","201134"
"cg02368469",0,-0.686308004332466,0,0,0.686308004332466,"chr11",69357567,"+","chr11",69542799,"cg02368469","","","OpenSea","","","hg38_cpg_inter",""
"cg05265849",0,0,0,-0.684274217825788,0.684274217825788,"chr7",22767390,"-","chr7",22727771,"cg05265849","IL6","Body","OpenSea","IL6;IL6;AC073072.5","5'UTR;5'UTR;TSS200","hg38_cpg_inter; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","3569; 541472"
"cg27144592",-0.256569068622111,0.672265617701173,0,0,0.672265617701173,"chr16",783916,"-","chr16",733916,"cg27144592","NARFL","Body","N_Shore","NARFL;HAGHL;NARFL;MSLN","3'UTR;5'UTR;1stExon;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","64428; 84264"
"cg15251779",0,0,0.670496783752643,0,0.670496783752643,"chr7",150929295,"+","chr7",151232209,"cg15251779","CHPF2","TSS1500","N_Shore","CHPF2;CHPF2","TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_promoters","54480"
"cg02475600",0,0,0.657610360886783,0,0.657610360886783,"chr12",34503594,"+","chr12",34350659,"cg02475600","","","Island","","","hg38_cpg_islands",""
"cg25579180",0.654188654873496,0,0,-0.019680833242533,0.654188654873496,"chr7",71098623,"+","chr7",71633638,"cg25579180","WBSCR17","Body","OpenSea","WBSCR17","5'UTR","hg38_cpg_inter; hg38_genes_introns","64409"
"cg08257600",0,0,0,0.651697233037772,0.651697233037772,"chr19",41199188,"+","chr19",40693283,"cg08257600","ADCK4;ADCK4","Body;Body","S_Shelf","","","hg38_cpg_shelves; hg38_genes_1to5kb; hg38_genes_introns","79934; 9253"
"cg16042668",0.650647857471117,0,0,0,0.650647857471117,"chr3",46037592,"+","chr3",45996100,"cg16042668","FYCO1","TSS1500","S_Shore","FYCO1","TSS1500","hg38_cpg_shores; hg38_genes_introns; hg38_genes_promoters","105377063; 79443"
"cg01464515",0,0.649314362408758,0,0,0.649314362408758,"chr10",72254323,"+","chr10",70494567,"cg01464515","KIAA1274","5'UTR","OpenSea","KIAA1274;KIAA1274","5'UTR;5'UTR","hg38_cpg_inter; hg38_genes_introns","27143"
"cg15426006",0,0,-0.0534054764096987,0.645177946770327,0.645177946770327,"chr13",99869897,"+","chr13",99217643,"cg15426006","UBAC2;UBAC2;UBAC2","Body;Body;Body","OpenSea","","","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","337867"
"cg14532484",0,0,0,-0.641845853311231,0.641845853311231,"chr9",138458521,"-","chr9",135566675,"cg14532484","PAEP;PAEP","3'UTR;3'UTR","OpenSea","PAEP;PAEP","3'UTR;3'UTR","hg38_cpg_inter; hg38_genes_3UTRs; hg38_genes_exons","5047"
"cg04671803",-0.641013977349606,0,0,0,0.641013977349606,"chr8",1156729,"+","chr8",1206729,"cg04671803","","","OpenSea","CTD-2281E23.2","5'UTR","hg38_cpg_inter; hg38_genes_introns","9228"
"cg21523688",-0.639947215378416,0,0,0.020303575673933,0.639947215378416,"chr15",45319037,"-","chr15",45026839,"cg21523688","SORD","Body","S_Shelf","","","hg38_cpg_shelves; hg38_genes_introns","6652"
"cg05516489",0,0,-0.637328832510277,0,0.637328832510277,"chr12",54359761,"-","chr12",53965977,"cg05516489","HOTAIR","Body","Island","HOTAIR;HOTAIR;HOTAIR;HOTAIR;HOTAIR","3'UTR;3'UTR;3'UTR;3'UTR;3'UTR","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons","100124700"
"cg06046490",0,0,0,0.631881309667015,0.631881309667015,"chr11",320940,"-","chr11",320940,"cg06046490","IFITM3","TSS200","S_Shore","RP11-326C3.10;IFITM3;IFITM3;IFITM3;IFITM3;IFITM3","TSS1500;1stExon;5'UTR;TSS200;5'UTR;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","10410; 105376505"
"cg22433759",-0.62940720078656,0,0,0,0.62940720078656,"chr17",71824272,"-","chr17",73828133,"cg22433759","C17orf54","Body","OpenSea","LINC00469","3'UTR","hg38_cpg_inter; hg38_genes_introns","283982"
"cg01073332",-0.627030520883733,0,0,0,0.627030520883733,"chr20",62574023,"+","chr20",63942670,"cg01073332","UCKL1;MIR1914;MIR647","Body;TSS1500;Body","N_Shore","MIR1914;MIR647","TSS1500;1stExon","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","100302137; 54963; 693232"
"cg11201177",0,0,0,-0.624897013053433,0.624897013053433,"chr11",2961805,"-","chr11",2940575,"cg11201177","","","N_Shelf","","","hg38_cpg_shelves",""
"cg05553348",-0.617358053328469,0,0,0,0.617358053328469,"chr17",34838590,"+","chr17",36482745,"cg05553348","","","Island","","","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_introns","105371749; 9326"
"cg02608831",0,-0.613280976459117,0,0,0.613280976459117,"chr8",73856874,"-","chr8",72944639,"cg02608831","","","OpenSea","","","hg38_cpg_inter; hg38_genes_1to5kb",""
"cg14621701",0,0,-0.609165162773001,0,0.609165162773001,"chr20",61508590,"+","chr20",62877238,"cg14621701","","","Island","","","hg38_cpg_islands; hg38_genes_1to5kb",""
"cg09491104",-0.606694303154931,0,0,0,0.606694303154931,"chr22",46646882,"-","chr22",46250985,"cg09491104","C22orf40","TSS1500","Island","C22orf40;C22orf40","TSS1500;TSS1500","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_promoters","150383"
"cg01505878",0,0,0,0.606475575874818,0.606475575874818,"chr11",61690927,"+","chr11",61923455,"cg01505878","","","OpenSea","","","hg38_cpg_inter; hg38_enhancers_fantom; hg38_genes_1to5kb","5866"
"cg02744705",0,0,-0.606021861859977,0,0.606021861859977,"chr4",151178090,"-","chr4",150256938,"cg02744705","DCLK2;DCLK2","3'UTR;3'UTR","S_Shore","DCLK2;DCLK2","3'UTR;3'UTR","hg38_cpg_inter; hg38_genes_3UTRs; hg38_genes_exons","166614"
"cg19490001",0,0,0.605240396373096,0,0.605240396373096,"chr2",71212056,"+","chr2",70984926,"cg19490001","ANKRD53;ANKRD53","3'UTR;Body","OpenSea","ANKRD53;ANKRD53;AC007040.11","3'UTR;3'UTR;3'UTR","hg38_cpg_inter; hg38_genes_3UTRs; hg38_genes_exons; hg38_genes_introns","101927750; 113419; 79998"
"cg04513227",0,0,-0.600077316327859,0,0.600077316327859,"chr19",33571656,"+","chr19",33080750,"cg04513227","GPATCH1","TSS200","N_Shore","GPATCH1","TSS200","hg38_cpg_shores; hg38_genes_promoters","55094"
"cg19553910",0,0,0,0.599750044393103,0.599750044393103,"chr7",151038594,"-","chr7",151341508,"cg19553910","NUB1","TSS1500","N_Shore","NUB1;NUB1;NUB1;NUB1","TSS1500;TSS1500;TSS1500;TSS200","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_promoters","51667"
"cg10833066",0,0.189963696157027,0,-0.596631633421493,0.596631633421493,"chr12",111807467,"-","chr12",111369663,"cg10833066","FAM109A","TSS1500","S_Shore","FAM109A;FAM109A;FAM109A;RP3-473L9.4;RP3-473L9.4","TSS1500;TSS1500;TSS1500;5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_introns; hg38_genes_promoters","105369984; 144717"
"cg21594278",0,0.594915760461808,-0.159102325094673,0,0.594915760461808,"chr5",72815513,"-","chr5",73519688,"cg21594278","","","OpenSea","","","hg38_cpg_inter",""
"cg27270541",0,0,0,0.593696639317071,0.593696639317071,"chr19",48614177,"-","chr19",48110920,"cg27270541","PLA2G4C;PLA2G4C;PLA2G4C","TSS200;TSS200;TSS200","OpenSea","PLA2G4C","TSS200","hg38_cpg_inter; hg38_genes_promoters","8605"
"cg00340349",-0.59021690021656,0,0,0,0.59021690021656,"chr9",130550240,"-","chr9",127787961,"cg00340349","CDK9","Body","N_Shore","CDK9;CDK9","5'UTR;ExonBnd","hg38_cpg_shores; hg38_genes_exons; hg38_genes_promoters","1025"
"cg19318330",0,0,-0.584921232232229,0.0501226021359008,0.584921232232229,"chr21",44782872,"+","chr21",43362992,"cg19318330","","","S_Shore","AP001046.6;AP001046.5","TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_promoters","101928399"
"cg19825371",0,0,0,-0.582557049628406,0.582557049628406,"chr17",79454562,"-","chr17",81487536,"cg19825371","","","N_Shore","","","hg38_cpg_shores",""
"cg26204803",0,0,-0.581555841301035,0,0.581555841301035,"chr2",153364045,"-","chr2",152507531,"cg26204803","FMNL2","Body","OpenSea","","","hg38_cpg_inter; hg38_genes_introns","114793"
"cg12940439",0,0,0.574813854587378,0,0.574813854587378,"chr1",67600707,"+","chr1",67135024,"cg12940439","","","Island","C1orf141","TSS200","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_introns; hg38_genes_promoters","149233; 400757"
"cg18375707",0,-0.57024911888908,0,0,0.57024911888908,"chr11",64034959,"-","chr11",64267487,"cg18375707","PLCB3","Body","Island","","","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons","5331; 56834"
"cg13672444",0,0,-0.561675100978179,0,0.561675100978179,"chr12",16049851,"+","chr12",15896917,"cg13672444","STRAP","Body","OpenSea","","","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","11171"
"cg08180596",0,0,0,-0.56034031835558,0.56034031835558,"chr6",30700616,"-","chr6",30732839,"cg08180596","FLOT1","Body","OpenSea","","","hg38_cpg_inter; hg38_genes_introns","10211"
"cg26466789",0.553959111508018,0,0,0,0.553959111508018,"chr8",144437314,"+","chr8",143355144,"cg26466789","","","OpenSea","TOP1MT;TOP1MT;TOP1MT","5'UTR;5'UTR;3'UTR","hg38_cpg_inter; hg38_genes_introns","116447"
"cg05080787",0,0,0.553234420167384,-0.17528260022464,0.553234420167384,"chr22",50277948,"-","chr22",49884300,"cg05080787","ZBED4","Body","N_Shore","","","hg38_cpg_shelves; hg38_genes_exons","9889"
"cg22963554",0,0,0.547156828840512,0,0.547156828840512,"chr15",79724739,"+","chr15",79432397,"cg22963554","KIAA1024","TSS200","Island","KIAA1024","TSS200","hg38_cpg_islands; hg38_genes_5UTRs; hg38_genes_exons","23251"
"cg02450064",-0.544954042260567,0,0,0,0.544954042260567,"chr17",40260053,"+","chr17",42108035,"cg02450064","DHX58","Body","S_Shore","","","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_promoters","79132"
"cg15017604",0,0,0,-0.543537295741787,0.543537295741787,"chr11",1361518,"+","chr11",1340288,"cg15017604","","","S_Shore","","","hg38_cpg_shores; hg38_genes_1to5kb","124902606"
"cg06048154",0,0,0.539406448318336,0,0.539406448318336,"chr16",1311632,"+","chr16",1261631,"cg06048154","","","S_Shore","RP11-616M22.6;RP11-616M22.6","3'UTR;3'UTR","hg38_cpg_islands; hg38_genes_exons",""
"cg23627301",0,0.536601385571312,0,0,0.536601385571312,"chr14",32673368,"+","chr14",32204162,"cg23627301","","","S_Shore","U6","TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_promoters","101954278"
"cg05351827",0.532568119940787,0,0,0,0.532568119940787,"chr2",220313600,"-","chr2",219448878,"cg05351827","SPEG","Body","Island","SPEG;SPEG","5'UTR;5'UTR","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","10290"
"cg07086945",0.532301707508148,0,0,0,0.532301707508148,"chr6",109036145,"-","chr6",108714942,"cg07086945","","","OpenSea","","","hg38_cpg_inter",""
"cg00106609",0,0,0.226083968700905,-0.531106598230518,0.531106598230518,"chr22",50714562,"+","chr22",50276133,"cg00106609","PLXNB2","Body","N_Shore","PLXNB2","3'UTR","hg38_cpg_shores; hg38_genes_introns","23654"
"cg14791747",-0.530490517152829,0.290461966410876,0,0,0.530490517152829,"chr16",20752902,"+","chr16",20741580,"cg14791747","THUMPD1","1stExon","Island","THUMPD1;THUMPD1","1stExon;1stExon","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","55623; 6296"
"cg09774842",0,0,-0.530103024773978,0.0731161328567137,0.530103024773978,"chr20",3052483,"+","chr20",3071837,"cg09774842","OXT","Body","Island","","","hg38_cpg_islands; hg38_genes_introns","5020"
"cg06957310",-0.527792535674447,0,0,0,0.527792535674447,"chr17",29283870,"-","chr17",30956852,"cg06957310","ADAP2","Body","OpenSea","AC091177.1;AC091177.1","3'UTR;1stExon","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_exons; hg38_genes_introns","55803"
"cg10278149",-0.526893430420319,0,0,0,0.526893430420319,"chr2",208016923,"-","chr2",207152199,"cg10278149","KLF7","Body","OpenSea","","","hg38_cpg_inter; hg38_enhancers_fantom; hg38_genes_introns","8609"
"cg19989295",0,0,0.524455299369001,0,0.524455299369001,"chr14",24641077,"+","chr14",24171868,"cg19989295","REC8;REC8","TSS200;TSS200","Island","REC8;REC8;REC8;REC8","TSS200;TSS200;1stExon;5'UTR","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_promoters","9985"
"cg26520942",0,0,-0.521508326676887,0,0.521508326676887,"chr22",19743892,"-","chr22",19756369,"cg26520942","TBX1;TBX1;TBX1","TSS1500;TSS1500;TSS1500","Island","TBX1","TSS1500","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_promoters","6899"
"cg12407791",-0.520668249255486,0,0,0,0.520668249255486,"chr17",73824354,"+","chr17",75828273,"cg12407791","UNC13D","Body","OpenSea","","","hg38_cpg_inter; hg38_genes_introns","201294"
"cg00228984",0,0,0,-0.518768162492035,0.518768162492035,"chr20",1471884,"-","chr20",1491238,"cg00228984","SIRPB2;SIRPB2","Body;Body","OpenSea","SIRPB2","5'UTR","hg38_cpg_inter; hg38_genes_introns","284759"
"cg06034096",0,0,0.511039413095074,0,0.511039413095074,"chr1",74663680,"-","chr1",74197996,"cg06034096","LRRIQ3;LRRIQ3;TNNI3K;FPGT","1stExon;5'UTR;TSS1500;TSS1500","N_Shore","FPGT;FPGT;FPGT;FPGT;FPGT-TNNI3K;FPGT-TNNI3K;FPGT;FPGT-TNNI3K;LRRIQ3;LRRIQ3;LRRIQ3;LRRIQ3;LRRIQ3;LRRIQ3;LRRIQ3;LRRIQ3","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_promoters","100526835; 127255; 8790"
"cg09668627",0,0.0332152444121473,0,-0.508259049990677,0.508259049990677,"chr1",1371844,"-","chr1",1436464,"cg09668627","VWA1;VWA1","Body;Body","S_Shore","VWA1;VWA1","5'UTR;5'UTR","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_introns","102724312; 64856"
"cg15576492",0.507891627008322,0,0,0,0.507891627008322,"chr1",1015447,"+","chr1",1080067,"cg15576492","","","N_Shore","","","hg38_cpg_shores",""
"cg05483076",-0.506277145789372,0,0,0,0.506277145789372,"chr5",74347539,"-","chr5",75051714,"cg05483076","","","N_Shore","RP11-229C3.2;RP11-229C3.2","3'UTR;3'UTR","hg38_cpg_shores; hg38_genes_introns","51301"
"cg20227056",0,-0.505439992913439,0,0,0.505439992913439,"chr6",130096463,"+","chr6",129775318,"cg20227056","","","OpenSea","RP11-73O6.4","5'UTR","hg38_cpg_inter",""
"cg18193259",0,0,0,-0.500681232374521,0.500681232374521,"chr10",98829493,"+","chr10",97069736,"cg18193259","SLIT1","Body","OpenSea","ARHGAP19;SLIT1","3'UTR;3'UTR","hg38_cpg_inter; hg38_genes_introns","6585"
"cg08257003",0,0,0.499437971075003,-0.459310260524034,0.499437971075003,"chr6",84140564,"-","chr6",83430845,"cg08257003","ME1","Body","Island","ME1;ME1","5'UTR;5'UTR","hg38_cpg_islands; hg38_genes_introns","4199"
"cg13810644",0,0,-0.498940929021654,0,0.498940929021654,"chr7",44614451,"-","chr7",44574852,"cg13810644","DDX56","TSS1500","S_Shore","DDX56;DDX56;DDX56","TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_1to5kb; hg38_genes_5UTRs; hg38_genes_exons; hg38_genes_promoters","54606"
"cg13917614",0,0,-0.498403380690347,0.00203861839497323,0.498403380690347,"chr17",40125660,"-","chr17",41973642,"cg13917614","CNP","Body","OpenSea","CNP","5'UTR","hg38_cpg_inter; hg38_genes_3UTRs; hg38_genes_exons","1267"
"cg03858703",0,0,0,-0.498245063399266,0.498245063399266,"chr3",68316096,"-","chr3",68266946,"cg03858703","FAM19A1","Body","OpenSea","FAM19A1","5'UTR","hg38_cpg_inter; hg38_genes_introns","107986019; 407738"
"cg08751451",0,-0.497593077593612,0,0.0331691396688144,0.497593077593612,"chr10",53287690,"+","chr10",51527930,"cg08751451","PRKG1;PRKG1","Body;Body","OpenSea","","","hg38_cpg_inter; hg38_genes_1to5kb; hg38_genes_introns","5592"
"cg27121959",0,-0.497266796286384,0,0,0.497266796286384,"chr11",100905070,"+","chr11",101034339,"cg27121959","PGR","3'UTR","OpenSea","PGR","3'UTR","hg38_cpg_inter; hg38_genes_3UTRs; hg38_genes_exons","5241"
"cg08268099",0,0,0.497132210126708,0,0.497132210126708,"chr9",137966584,"+","chr9",135074738,"cg08268099","OLFM1;OLFM1","TSS1500;TSS1500","N_Shore","OLFM1;OLFM1;OLFM1","TSS1500;TSS1500;TSS1500","hg38_cpg_shores; hg38_genes_promoters","10439"
"cg03722525",0,0,0,-0.496874181420152,0.496874181420152,"chr11",67381554,"+","chr11",67614083,"cg03722525","","","N_Shore","DOC2GP","TSS1500","hg38_cpg_shores; hg38_genes_exons; hg38_genes_introns; hg38_genes_promoters","390213"
"cg08891605",0.495443521841553,0,0,0,0.495443521841553,"chr22",25027515,"+","chr22",24631548,"cg08891605","LOC644165","TSS1500","OpenSea","","","hg38_cpg_inter; hg38_genes_1to5kb","644165"
"cg00297721",0,0,0.493917385557975,0,0.493917385557975,"chr20",55200767,"+","chr20",56625711,"cg00297721","","","Island","","","hg38_cpg_islands; hg38_genes_1to5kb; hg38_genes_exons","7022"
